时间,主驾设置温度,副驾设置温度,模式,内外气,风挡,A/C,PTC,压力采集电压,车内温度,蒸发温度,车外温度,阳光温度,TDBase,TDBaseDep,电磁阀状态,HVAC位置,电池PWM值,HVACPWM值,电子膨胀阀步数,K1,K2,K3,K4,OFFSET,模式当前位置,左冷暖当前位置,右冷暖当前位置,内外循环当前位置,HVAC水阀当前位置,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
15:46:47,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,159,67,67,0,7,10.1,85.1,0,10,6,-3,28.2,110,233,214,207,17,8,,,,,,,,,,,
15:46:48,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,158,67,67,0,7,10.1,85.1,0,10,6,-3,28.4,110,233,214,209,17,8,,,,,,,,,,,
15:46:49,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,159,67,67,0,7,10.1,85.1,0,10,6,-3,28.6,110,233,214,209,17,8,,,,,,,,,,,
15:46:50,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,160,67,67,0,7,10.1,85.1,0,10,6,-3,28.8,110,233,214,209,17,7,,,,,,,,,,,
15:46:51,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,158,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,214,209,17,7,,,,,,,,,,,
15:46:52,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,159,67,67,0,7,10.1,85.1,0,10,6,-3,29.2,110,233,214,209,17,8,,,,,,,,,,,
15:46:53,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,160,67,67,0,7,10.1,85.1,0,10,6,-3,29.4,110,233,214,209,17,7,,,,,,,,,,,
15:46:54,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,67,67,0,7,10.1,85.1,0,10,6,-3,29.6,110,233,214,209,17,7,,,,,,,,,,,
15:46:55,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,157,67,67,0,7,10.1,85.1,0,10,6,-3,29.8,110,233,214,209,17,8,,,,,,,,,,,
15:46:56,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,67,67,0,7,10.1,85.1,0,10,6,-3,30,110,233,214,209,17,7,,,,,,,,,,,
15:46:57,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,30.2,110,233,214,209,17,7,,,,,,,,,,,
15:46:58,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,30.4,110,233,214,209,17,8,,,,,,,,,,,
15:46:59,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,30.6,110,233,214,209,17,8,,,,,,,,,,,
15:47:00,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,30.8,110,233,214,209,17,7,,,,,,,,,,,
15:47:01,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,31,110,233,214,209,17,8,,,,,,,,,,,
15:47:02,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,31.2,110,233,214,209,17,7,,,,,,,,,,,
15:47:03,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,31.4,110,233,214,209,17,7,,,,,,,,,,,
15:47:04,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,31.6,110,233,214,209,17,8,,,,,,,,,,,
15:47:05,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,31.8,110,233,214,209,17,8,,,,,,,,,,,
15:47:06,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:07,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:08,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:09,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:47:10,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:11,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:12,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:47:13,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,162,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:14,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:15,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,157,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:16,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:17,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,162,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:18,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:19,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:20,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:21,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:22,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:23,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:24,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:25,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:26,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:27,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:47:28,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:29,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:30,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:31,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:32,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:47:33,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:34,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:35,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:47:36,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:37,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:38,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:47:39,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:40,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:41,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:42,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:43,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:44,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:45,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:47:46,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:47,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:48,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,24.9,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:49,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:47:50,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:51,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:52,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,160,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:47:53,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:54,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:55,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:47:56,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,161,64,64,0,7,10.1,85.1,0,10,6,-3,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:47:57,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,265,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:58,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,266,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,7,,,,,,,,,,,
15:47:59,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,266,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:00,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,266,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:01,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,267,25.1,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:02,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,267,25.1,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:03,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:04,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,158,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:05,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:06,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,159,64,64,0,7,10.1,85.1,0,10,6,-3,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:07,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28.1,159,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,7,,,,,,,,,,,
15:48:08,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28.1,159,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:09,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28.1,159,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,7,,,,,,,,,,,
15:48:10,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28.1,160,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:11,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28.1,162,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:48:12,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28.1,159,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,7,,,,,,,,,,,
15:48:13,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,270,25,0,28.1,159,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:14,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,271,25,0,28.1,160,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,8,,,,,,,,,,,
15:48:15,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,271,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:48:17,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,275,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,32,110,233,214,209,17,7,,,,,,,,,,,
15:48:18,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,275,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.9,110,233,214,209,17,8,,,,,,,,,,,
15:48:19,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,276,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.9,110,233,214,209,17,7,,,,,,,,,,,
15:48:20,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,276,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.8,110,233,214,209,17,8,,,,,,,,,,,
15:48:21,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,278,25,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.8,110,233,214,209,17,8,,,,,,,,,,,
15:48:22,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,279,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.7,110,233,214,209,17,8,,,,,,,,,,,
15:48:23,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.7,110,233,214,209,17,8,,,,,,,,,,,
15:48:24,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.6,110,233,214,209,17,8,,,,,,,,,,,
15:48:25,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.6,110,233,214,209,17,7,,,,,,,,,,,
15:48:26,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.5,110,233,214,209,17,8,,,,,,,,,,,
15:48:27,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,24.9,0,28.1,161,64,64,0,7,10.1,85.1,0,10,6,-2.8,31.5,110,233,214,209,17,7,,,,,,,,,,,
15:48:28,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.2,161,64,64,0,7,10.1,85.1,0,10,6,-2.7,31.4,110,233,214,209,17,7,,,,,,,,,,,
15:48:29,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.2,161,64,64,0,7,10.1,85.1,0,10,6,-2.7,31.4,110,233,214,209,17,8,,,,,,,,,,,
15:48:30,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,24.9,0,28.2,161,64,64,0,7,10.1,85.1,0,10,6,-2.7,31.3,110,233,214,209,17,7,,,,,,,,,,,
15:48:31,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.2,161,64,64,0,7,10.1,85.1,0,10,6,-2.7,31.3,110,233,214,209,17,8,,,,,,,,,,,
15:48:32,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.2,161,64,64,0,7,10.1,85.1,0,10,6,-2.7,31.3,110,233,214,209,17,8,,,,,,,,,,,
15:48:33,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31.2,110,233,214,209,17,8,,,,,,,,,,,
15:48:34,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31.2,110,233,214,209,17,8,,,,,,,,,,,
15:48:35,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31.1,110,233,214,209,17,7,,,,,,,,,,,
15:48:36,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31.1,110,233,214,209,17,7,,,,,,,,,,,
15:48:37,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:38,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,280,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:39,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,24.9,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:40,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,282,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:41,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,281,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:42,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,282,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:43,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,282,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:44,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,282,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:45,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,282,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:46,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,283,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:47,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,283,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:48,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,284,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:49,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,284,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:50,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,284,25,0,28.3,161,64,64,0,7,10.1,85.1,0,10,6,-2.5,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:51,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,284,25.1,0,28.4,161,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:52,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,284,25.1,0,28.4,161,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:53,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,285,25.1,0,28.4,161,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:54,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,285,25.1,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:55,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,285,25.1,0,28.4,161,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:48:56,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,285,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:57,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,286,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:58,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,286,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:48:59,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,286,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:49:00,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:49:01,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:49:02,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,161,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:49:03,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,162,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:49:04,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,163,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,7,,,,,,,,,,,
15:49:05,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.4,163,64,64,0,7,10.1,85.1,0,10,6,-2.4,31,110,233,214,209,17,8,,,,,,,,,,,
15:49:06,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.5,164,64,64,0,7,10.1,85.1,0,10,6,-2.2,31,110,233,214,209,17,8,,,,,,,,,,,
15:49:07,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,287,25,0,28.5,163,64,64,0,7,10.1,85.1,0,10,6,-2.2,31,110,233,214,209,17,7,,,,,,,,,,,
